hindi word	english translation	type	gender	examples	image	audio	category	subcategory	is_translit
गाउन	gown	noun			image_169.jpeg	audio_169.mp3	Clothing and Accessories	Clothing Formal	TRUE
टक्सीडो	tuxedo	noun			image_170.jpeg	audio_170.mp3	Clothing and Accessories	Clothing Formal	TRUE
सैंडल	sandal	noun	masc	मैं गर्मियों में सैंडल पहनती हूँ|; I wear sandals in the summer.; सैंडल की जोड़ी; pair of sandals; भूरे रंग के सैंडल; brown sandals	image_171.jpeg	audio_171.mp3	Clothing and Accessories	Footwear	TRUE
मोज़े	sock	noun	masc	सफेद मोज़े; white socks; मोज़े की जोड़ी; pair of socks; जिम के मोज़े पार्टी के जूतों के साथ अजीब लगते है|; Wearing gym socks with dress shoes looks odd.; मोज़े और जूते; socks and shoes	image_172.jpeg	audio_172.mp3	Clothing and Accessories	Footwear	
जूते	shoe	noun	masc	मैं सस्ते जूते ढूंढ रहा हूं।; I'm looking for a cheap pair of shoes.; जूते लौटाना; return the shoes; उस उच्च माध्यमिक विद्यालय के विद्यार्थी ने अपने जूते की लेस बाँधी|; The high school student tied his shoe lace.; उस लड़की ने अपने जूते पहने|; The girl put on her shoe.; वह लड़की अपने जूते पहन रही है|; The girl is putting on her shoe.; वह लड़की अपने जूते पहनती है|; The girl puts on her shoe.; जूते की जोड़ी; pair of shoes	image_173.jpeg	audio_173.mp3	Clothing and Accessories	Footwear	
स्नीकर	sneaker	noun	masc	स्नीकर पहनके दौड़ना; run in sneakers; वह स्नीकर लाल, सफ़ेद और धूसर रंग के है और लेस सफ़ेद रंग की और सोल काले रंग की है|; The sneakers are red, white, and gray with white laces and black soles.	image_174.jpeg	audio_174.mp3	Clothing and Accessories	Footwear	TRUE
जूते	boot	noun	masc		image_175.jpeg	audio_175.mp3	Clothing and Accessories	Footwear	
हवाई चप्पल	slipper	noun			image_176.jpeg	audio_176.mp3	Clothing and Accessories	Footwear	
हार	necklace	noun	fem	मोतियों का हार; pearl necklace; सोने का हार; gold necklace; वह हार जो आपने पहना है उस में बहुत सुंदर मणि है|; The necklace you are wearing has beautiful gems.	image_177.jpeg	audio_177.mp3	Clothing and Accessories	Jewelry	
घड़ी	watch	noun	fem		image_178.jpeg	audio_178.mp3	Clothing and Accessories	Jewelry	
अँगूठी	ring	noun	fem	वह महिला अपने उँगली में हीरे की अँगूठी पहन रही है|; The woman is putting a diamond ring on her ring finger.; हीरे की अँगूठी; diamond ring; हमने अपनी शादी की अंगूठियाँ जेवर की दुकान में खरीदी|; We bought our wedding rings at the jewelry store.	image_179.jpeg	audio_179.mp3	Clothing and Accessories	Jewelry	
बालियाँ	earring	noun	fem	हाथ से बनी बालियाँ; hand-made earrings; जब उस लड़की ने बालियाँ खरीदी तब उसने अपने कान में छेद कराया|; The girl pierced her ears when she bought the earrings.	image_180.jpeg	audio_180.mp3	Clothing and Accessories	Jewelry	
सोना	gold	noun			image_181.jpeg	audio_181.mp3	Clothing and Accessories	Jewelry	
चाँदी	silver	noun			image_182.jpeg	audio_182.mp3	Clothing and Accessories	Jewelry	
श्रृंगार	makeup	noun	fem	श्रृंगार करना; put on makeup; वह श्रृंगार करने वाला व्यक्ती उस महिला का श्रृंगार कर रहा है|; The makeup artist is putting makeup on the woman.; वह हर सुबह ट्रेन में श्रृंगार करती है|; She puts on her makeup every morning on the train.	image_183.jpeg	audio_183.mp3	Clothing and Accessories	Makeup	
लिपस्टिक	lipstick	noun			image_184.jpeg	audio_184.mp3	Clothing and Accessories	Makeup	TRUE
ब्लश	blush	noun			image_185.jpeg	audio_185.mp3	Clothing and Accessories	Makeup	TRUE
आई लाइनर	eyeliner	noun			image_186.jpeg	audio_186.mp3	Clothing and Accessories	Makeup	TRUE
नाखून पालिश	nail polish	noun			image_187.jpeg	audio_187.mp3	Clothing and Accessories	Makeup	TRUE
अंडरवियर	underwear	noun	masc	सफेद अंडरवियर; white underwear; मेरे मोजे और अंडरवियर ड्रेसर के ऊपर वाले दराज में है|; My socks and underwear are in the top drawer of my dresser.	image_188.jpeg	audio_188.mp3	Clothing and Accessories	Underwear and Sleepwear	TRUE
पजामा	pajamas	noun	masc	पजामा पहनो; wear pajamas; लड़का पजामा पहने हुए है|; The boy is wearing pajamas.	image_189.jpeg	audio_189.mp3	Clothing and Accessories	Underwear and Sleepwear	TRUE
टी-शर्ट	T-shirt	noun	masc	नीला टी-शर्ट; blue T-shirt; आज कल डिजाइनर टी-शर्ट की कीमत एक सौ डालर से ऊपर होती है|; These days designer T-shirts can cost over one hundred dollars.	image_190.jpeg	audio_190.mp3	Clothing and Accessories	Underwear and Sleepwear	TRUE
ब्रेसियर	brassiere	noun	fem	यह ब्रेसियर सिल्क से बनी है|; This brassiere is made from silk.; लाल ब्रेसियर; red brassiere; सी-कप ब्रा; C-Cup bra	image_191.jpeg	audio_191.mp3	Clothing and Accessories	Underwear and Sleepwear	
जांघिया	boxer shorts	noun	masc	जांघिया पुरुषों द्वारा पहने जाने वाला अंतर्वस्त्र है जो कई आकार और वस्त्र के प्रकार में पाया जाता है|; Boxer shorts are an undergarment for men, which comes in many patterns and fabrics.; जांघिये की जोड़ी; pair of boxer shorts	image_192.jpeg	audio_192.mp3	Clothing and Accessories	Underwear and Sleepwear	
अंडर शर्ट	undershirt	noun	masc	काला अंडर शर्ट; black undershirt; एक अंडर शर्ट पहनने से आप की सर्ट पर पसीने के दाग लगाने से बचाव हो सकता है|; Wearing an undershirt will help you avoid sweating through your shirt.	image_193.jpeg	audio_193.mp3	Clothing and Accessories	Underwear and Sleepwear	TRUE
नाइटी	nightgown	noun			image_194.jpeg	audio_194.mp3	Clothing and Accessories	Underwear and Sleepwear	
निकर	panties	noun			image_195.jpeg	audio_195.mp3	Clothing and Accessories	Underwear and Sleepwear	
स्विमिंग सूट	swimsuit		fem	सफ़ेद स्वीमिंग सूट; white swimsuit; उस महिला ने एक स्वीमिंग सूट पहना है|; The woman is wearing a swimsuit.; वन पीस स्वीमिंग सूट; one piece swimsuit	image_196.jpeg	audio_196.mp3	Clothing and Accessories	Womens Wear	TRUE
